0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:40 +0000] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csecurity_review_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags%2Cqualifier&f=analysisDate%2CleakPeriodDate&s=analysisDate&asc=false HTTP/1.1" 200 - "http://localhost:9000/projects?sort=-analysis_date" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAc"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:40 +0000] "GET /api/organizations/search?organizations=default-organization HTTP/1.1" 200 189 "http://localhost:9000/projects?sort=-analysis_date" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAe"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:40 +0000] "GET /api/measures/search?projectKeys=org.example%3ATrazAqui_98%2Corg.example%3ATrazAqui_97%2Corg.example%3ATrazAqui_95%2Corg.example%3ATrazAqui_93%2Corg.example%3ATrazAqui_91%2Corg.example%3ATrazAqui_90%2Corg.example%3ATrazAqui_89%2Corg.example%3ATrazAqui_88%2Corg.example%3ATrazAqui_87%2Corg.example%3ATrazAqui_86%2Corg.example%3ATrazAqui_85%2Corg.example%3ATrazAqui_84%2Corg.example%3ATrazAqui_83%2Corg.example%3ATrazAqui_82%2Corg.example%3ATrazAqui_81%2Corg.example%3ATrazAqui_80%2Corg.example%3ATrazAqui_8%2Corg.example%3ATrazAqui_79%2Corg.example%3ATrazAqui_78%2Corg.example%3ATrazAqui_77%2Corg.example%3ATrazAqui_76%2Corg.example%3ATrazAqui_75%2Corg.example%3ATrazAqui_74%2Corg.example%3ATrazAqui%2Corg.example%3ATrazAqui_71%2Corg.example%3ATrazAqui_70%2Corg.example%3ATrazAqui_7%2Corg.example%3ATrazAqui_69%2Corg.example%3ATrazAqui_67%2Corg.example%3ATrazAqui_65%2Corg.example%3ATrazAqui_64%2Corg.example%3ATrazAqui_63%2Corg.example%3ATrazAqui_62%2Corg.example%3ATrazAqui_6%2Corg.example%3ATrazAqui_59%2Corg.example%3ATrazAqui_58%2Corg.example%3ATrazAqui_57%2Corg.example%3ATrazAqui_56%2Corg.example%3ATrazAqui_55%2Corg.example%3ATrazAqui_54%2Corg.example%3ATrazAqui_53%2Corg.example%3ATrazAqui_51%2Corg.example%3ATrazAqui_50%2Corg.example%3ATrazAqui_5%2Corg.example%3ATrazAqui_49%2Corg.example%3ATrazAqui_48%2Corg.example%3ATrazAqui_45%2Corg.example%3ATrazAqui_44%2Corg.example%3ATrazAqui_43%2Corg.example%3ATrazAqui_42&metricKeys=alert_status%2Cbugs%2Creliability_rating%2Cvulnerabilities%2Csecurity_rating%2Csecurity_hotspots_reviewed%2Csecurity_review_rating%2Ccode_smells%2Csqale_rating%2Cduplicated_lines_density%2Ccoverage%2Cncloc%2Cncloc_language_distribution%2Cprojects HTTP/1.1" 200 - "http://localhost:9000/projects?sort=-analysis_date" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAd"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:45 +0000] "GET /projects?sort=-analysis_date/api HTTP/1.1" 200 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAf"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:45 +0000] "GET /api/l10n/index?locale=en-GB&ts=2020-12-16T13%3A58%3A32%2B0000 HTTP/1.1" 304 - "http://localhost:9000/projects?sort=-analysis_date/api" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAg"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:45 +0000] "GET /api/users/current HTTP/1.1" 200 112 "http://localhost:9000/projects?sort=-analysis_date/api" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAh"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:45 +0000] "GET /api/navigation/global HTTP/1.1" 200 590 "http://localhost:9000/projects?sort=-analysis_date/api" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAi"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:45 +0000] "GET /api/rules/app? HTTP/1.1" 200 - "http://localhost:9000/projects?sort=-analysis_date/api" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAj"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:45 +0000] "GET /api/languages/list HTTP/1.1" 200 479 "http://localhost:9000/projects?sort=-analysis_date/api" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAk"
0:0:0:0:0:0:0:1 - - [16/Dec/2020:13:58:46 +0000] "GET /api/components/search_projects?ps=50&facets=reliability_rating%2Csecurity_rating%2Csecurity_review_rating%2Csqale_rating%2Ccoverage%2Cduplicated_lines_density%2Cncloc%2Calert_status%2Clanguages%2Ctags%2Cqualifier&f=analysisDate%2CleakPeriodDate&asc=false HTTP/1.1" 200 - "http://localhost:9000/projects?sort=-analysis_date/api" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Safari/537.36" "AXZr2EU1WeOWMjtoAAAl"
